response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
2323,451,1,2024-10-07,38,-122,anonymous,EN,1,2,1,2,1,3,2,4,1,NA,1,4,3,4,6,NA,1,NA,4,3,4,4,3,1,7,1,5,7,5,NA,4,1,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,5,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,4,4,3,3,1,1,1,1,2,1,2,2,2,2,662af67343d44ad86c6da7f4,6704414f026babc0c70b4c16,670457338e914e60634bee7b,"We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.",Left-wing extremism,Influence of wealthy donors,Immigration bringing in new voters who don’t share American values,Gerrymandering,0,0,NA
2324,200,1,2024-10-07,35,-77,anonymous,EN,1,2,2,2,1,2,5,2,1,NA,1,3,4,4,1,NA,NA,NA,4,4,1,1,5,1,1,1,4,4,4,1,4,NA,NA,NA,1,NA,1,NA,NA,1,4,NA,NA,NA,NA,NA,1,4,NA,NA,4,NA,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,3,2,NA,NA,2,NA,NA,NA,4,1,2,3,1,2,1,4,1,2,3,2,1,1,1,6091ab55ea2e97910519f8e7,66da270a6acf8cbd58dc85fe,6704583440302fd7bd150a2f,"We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Having only two political parties,Attempts to overturn elections,Influence of wealthy donors,Gerrymandering,0,0,NA
2325,568,1,2024-10-07,41,-74,anonymous,EN,1,2,3,2,1,1,5,5,1,NA,1,2,5,4,1,NA,NA,NA,4,4,2,2,4,2,1,1,4,4,5,1,4,NA,NA,NA,NA,3,NA,5,NA,NA,NA,5,NA,1,NA,NA,NA,5,NA,NA,3,5,NA,NA,1,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,2,4,NA,NA,4,1,2,1,4,2,1,4,2,3,1,2,2,2,1,5e5291ff6c3d7d2a79ec869e,6704414f026babc0c70b4c16,670456c2b62c3ecfc2e2e9c0,"The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to restore the 1965 Voting Rights Act. Across the country, voting rights are under threat as politicians use voter suppression tactics to disenfranchise minority voters and violate their 15th Amendment right to vote.","We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.",Having only two political parties,Influence of wealthy donors,The Electoral College,Racism,0,0,NA
2326,1805,1,2024-10-07,41,-74,anonymous,EN,1,2,2,1,1,2,2,1,3,1,1,3,3,4,1,NA,NA,NA,3,3,1,3,3,2,4,3,1,3,2,NA,3,NA,NA,NA,3,4,NA,NA,4,NA,NA,NA,NA,3,NA,3,NA,NA,2,NA,NA,3,3,NA,NA,3,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,3,NA,3,NA,NA,3,NA,NA,3,3,NA,NA,1,1,3,3,2,2,1,2,1,1,1,1,1,1,66b629e747b72d73281ee5ac,66da270a6acf8cbd58dc85fe,670451ef5b5a50ce643c6b23,"We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.",Conservative judges,Left-wing extremism,Racism,Right-wing extremism,1,0.1111111111111111,QID56
2327,418,1,2024-10-07,42,-88,anonymous,EN,1,2,3,3,1,2,3,2,3,2,2,3,2,4,2,NA,NA,NA,2,3,4,4,2,3,3,3,3,3,3,NA,3,3,NA,NA,3,NA,4,NA,NA,NA,NA,4,NA,NA,3,NA,4,NA,NA,NA,NA,3,3,NA,NA,3,2,NA,NA,2,NA,4,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,4,2,NA,2,1,1,3,2,4,4,4,1,2,1,1,2,2,1,6696cb900298e5e424ddbb00,6704414f026babc0c70b4c16,6704572354058d6c3c309a1e,"We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Racism,Election fraud,Immigration bringing in new voters who don’t share American values,Influence of wealthy donors,1,0.1111111111111111,QID50
2328,79,1,2024-10-07,34,-118,anonymous,EN,1,2,2,2,4,4,5,7,2,NA,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66fca7df9819dfb2963b6a2c,66da270a6acf8cbd58dc85fe,670458871eaee16efcb4ca95,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
2329,348,1,2024-10-07,40,-75,anonymous,EN,1,2,4,1,1,1,6,5,2,NA,2,1,5,4,2,NA,NA,NA,1,1,2,2,1,1,1,1,5,5,5,4,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,1,NA,NA,4,NA,1,NA,1,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,2,NA,2,2,2,2,2,3,1,3,1,1,2,2,1,1,1,5ba292385301b80001c71ba2,6704414f026babc0c70b4c16,6704579e7501b31c275fc260,"We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.",Having only two political parties,Attempts to overturn elections,Partisanship,Our democracy is not really under threat,2,0.2222222222222222,"QID51,QID54"
2330,539,1,2024-10-07,41,-74,anonymous,EN,1,2,3,1,1,1,2,2,3,1,1,4,2,4,1,NA,NA,NA,4,4,2,1,3,2,1,1,4,3,5,NA,4,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,4,NA,NA,1,3,NA,3,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,4,1,1,1,3,3,2,1,1,2,2,2,5930c7fdfa699e0001017cc1,6704414f026babc0c70b4c16,670451e2c51f0aca58cef847,"We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.",Attempts to overturn elections,Having only two political parties,Immigration bringing in new voters who don’t share American values,Influence of wealthy donors,2,0.2222222222222222,"QID55,QID56"
2331,776,1,2024-10-07,29,-82,anonymous,EN,1,2,4,2,1,1,5,2,1,NA,1,2,3,4,1,NA,NA,NA,4,4,1,1,3,1,1,1,5,5,3,3,NA,4,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,3,NA,NA,NA,3,NA,NA,1,NA,3,NA,NA,3,NA,NA,NA,NA,5,5,NA,NA,NA,2,4,2,4,2,2,2,4,4,3,1,1,1,1,1,1,669e8846dc8dbb419184e081,6704414f026babc0c70b4c16,670455f7a268ef12a3fc6370,"We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.",Economic inequality,Conservative judges,The Electoral College,Partisanship,0,0,NA
2332,883,1,2024-10-07,26,-80,anonymous,EN,1,2,4,1,1,3,3,2,1,NA,1,1,5,4,1,NA,NA,NA,4,3,3,3,3,2,1,2,5,4,4,NA,NA,NA,2,3,2,NA,NA,NA,5,5,NA,NA,NA,NA,4,NA,1,NA,5,NA,NA,NA,4,NA,NA,NA,NA,1,2,1,NA,NA,NA,5,2,NA,NA,NA,NA,4,NA,1,NA,5,NA,NA,NA,1,NA,1,2,2,1,1,1,4,3,1,2,2,2,2,1,1,657f3a67a7240ab63edeb5d8,6704414f026babc0c70b4c16,67045591042baef1aff90f9f,The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.",Left-wing extremism,Election fraud,Having only two political parties,Immigration bringing in new voters who don’t share American values,0,0,NA
2333,304,1,2024-10-07,34,-118,anonymous,EN,1,2,3,2,1,4,6,5,3,1,1,4,2,4,1,NA,NA,NA,4,4,2,5,4,1,1,1,3,3,3,NA,NA,1,2,NA,3,NA,NA,NA,1,5,NA,NA,NA,NA,NA,2,2,NA,NA,5,NA,3,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,4,4,NA,NA,2,NA,4,NA,NA,2,4,2,1,1,1,4,4,2,2,1,2,1,1,2,66aba00378c3642b3d82410d,6704414f026babc0c70b4c16,670457d17bce2a61c887810b,"The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.",Lack of patriotism,Partisanship,Right-wing extremism,Economic inequality,1,0.1111111111111111,QID54
2334,477,1,2024-10-07,40,-78,anonymous,EN,1,2,2,2,1,1,5,3,2,NA,2,2,4,4,2,NA,NA,NA,2,1,4,3,1,2,2,3,5,5,5,4,1,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,2,4,4,2,1,1,2,1,1,3,1,2,2,2,2,1,66fc1cf759bcdad6c197739e,66da270a6acf8cbd58dc85fe,6704572c6d3882ceae475d47,"The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.",Racism,Left-wing extremism,Our democracy is not really under threat,Partisanship,1,0.1111111111111111,QID52
2335,261,1,2024-10-07,34,-84,anonymous,EN,1,2,2,2,1,1,6,5,1,NA,1,2,4,4,1,NA,NA,NA,4,4,2,2,4,2,1,1,5,4,4,1,NA,NA,NA,NA,2,3,NA,NA,NA,4,NA,NA,3,NA,NA,4,NA,2,NA,3,NA,NA,NA,4,1,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,4,NA,NA,4,NA,3,NA,2,NA,NA,NA,2,1,1,2,1,1,2,1,3,2,2,2,1,1,1,1,5eece225d900510bb10d82d1,66da270a6acf8cbd58dc85fe,6704580578e3e22ba194bcd9,"The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.",Conservative judges,Having only two political parties,Attempts to overturn elections,Election fraud,0,0,NA
2336,46,1,2024-10-07,39,-90,anonymous,EN,1,2,3,1,4,1,3,3,3,1,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66a1b601c757d7182980cbc2,6704414f026babc0c70b4c16,670458d89182b251045d5fe3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
2337,256,1,2024-10-07,38,-92,anonymous,EN,1,2,2,1,1,1,2,3,1,NA,1,2,2,4,1,NA,NA,NA,4,4,1,1,5,1,1,1,5,5,5,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,4,NA,4,1,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,2,1,2,2,1,4,1,3,3,2,2,1,2,2,2,1,66b220f52efa370a54b655ee,66da270a6acf8cbd58dc85fe,6704580b9b567f52e5b7edc5,"The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.",Gerrymandering,Right-wing extremism,Having only two political parties,Conservative judges,4,0.4444444444444444,"QID50,QID51,QID54,QID56"
2338,810,1,2024-10-07,40,-75,anonymous,EN,1,2,5,2,1,1,2,1,1,NA,1,3,4,4,1,NA,NA,NA,4,3,2,2,3,2,1,1,5,5,5,4,NA,NA,NA,3,4,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,NA,NA,3,NA,2,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,3,3,NA,NA,NA,5,NA,NA,NA,4,NA,3,NA,1,NA,2,2,2,1,3,1,1,1,2,2,1,2,2,2,1,640e4ddaf9f67c6c8ea4936b,6704414f026babc0c70b4c16,670455dced11db2fb1b6da80,"We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,The Electoral College,Election fraud,Right-wing extremism,Extremism from both sides equally,1,0.1111111111111111,QID54
2339,340,1,2024-10-07,30,-98,anonymous,EN,1,2,2,1,1,3,5,5,1,NA,1,3,3,4,1,NA,NA,NA,4,3,2,2,4,2,2,2,4,4,4,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,1,NA,NA,1,NA,3,NA,NA,4,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,4,NA,NA,4,NA,2,NA,NA,2,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,66a9979ad8c56c6f29446781,66da270a6acf8cbd58dc85fe,670457bd76f626dcc25d5f1b,"We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.",Racism,Having only two political parties,Election fraud,Voter ignorance of how our government works,0,0,NA
2340,294,1,2024-10-07,45,-94,anonymous,EN,1,2,2,1,1,1,5,6,3,2,2,4,5,4,2,NA,NA,NA,2,2,4,4,3,2,2,2,5,5,5,NA,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,4,NA,3,NA,NA,NA,1,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,NA,1,NA,4,NA,NA,NA,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,668329333ef510ec6c8cf53c,66da270a6acf8cbd58dc85fe,670457edffb9e86f28e2c254,"We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.",Election fraud,Extremism from both sides equally,Racism,Influence of wealthy donors,0,0,NA
2341,574,1,2024-10-07,31,-98,anonymous,EN,1,2,5,2,1,1,3,1,2,NA,2,2,4,4,2,NA,NA,NA,1,1,4,4,1,2,1,2,5,5,5,NA,NA,NA,4,NA,4,1,2,NA,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,2,5,NA,1,NA,NA,NA,5,NA,NA,NA,NA,5,NA,2,NA,NA,NA,2,1,2,2,1,1,1,1,4,1,1,2,2,1,1,1,5c101f812a1a620001f04007,6704414f026babc0c70b4c16,670456ce6d3ab5af67ea6a15,"It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.",Our democracy is not really under threat,Immigration bringing in new voters who don’t share American values,Left-wing extremism,Conservative judges,0,0,NA
2342,518,1,2024-10-07,36,-80,anonymous,EN,1,2,4,2,1,5,3,5,2,NA,2,4,4,4,2,NA,NA,NA,1,1,4,4,2,2,2,2,5,5,5,NA,3,NA,4,1,NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,NA,2,3,NA,NA,NA,NA,4,NA,NA,4,NA,1,2,NA,NA,NA,NA,NA,2,2,NA,5,NA,NA,NA,2,3,NA,NA,NA,NA,1,NA,4,4,2,1,3,1,1,4,1,1,2,2,2,1,1,63f7978520d752d4f7fd9301,6704414f026babc0c70b4c16,6704570163a4c47d2ccd351f,"Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.",Economic inequality,Voter ignorance of how our government works,Partisanship,Extremism from both sides equally,1,0.1111111111111111,QID15
2343,600,1,2024-10-07,40,-77,anonymous,EN,1,2,1,1,1,1,3,3,2,NA,5,4,3,4,2,NA,NA,NA,2,3,4,4,2,1,3,2,5,7,7,NA,NA,NA,2,2,5,NA,NA,NA,NA,NA,NA,2,NA,2,5,NA,NA,NA,1,NA,NA,NA,5,3,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,3,NA,2,5,NA,NA,NA,4,NA,NA,NA,1,2,2,2,2,1,1,1,1,4,2,1,1,1,2,1,2,603b3720160c3e75baf04a6b,66da270a6acf8cbd58dc85fe,670456c17254f6c050da4dac,"It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.",Gerrymandering,Immigration bringing in new voters who don’t share American values,Influence of wealthy donors,Extremism from both sides equally,0,0,NA
